temp_order	category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology
18436	GO:1900036	0.00360668771612187	1	1	1	positive regulation of cellular response to heat	BP
10887	GO:0043171	0.00366675767664601	0.999902608372906	2	22	peptide catabolic process	BP
10616	GO:0042592	0.00377104623749008	0.998666147835185	14	1568	homeostatic process	BP
17055	GO:0090208	0.00386490495244684	0.99989453939423	2	22	positive regulation of triglyceride metabolic process	BP
2945	GO:0006147	0.00401470688650146	1	1	1	guanine catabolic process	BP
4212	GO:0008892	0.00401470688650146	1	1	1	guanine deaminase activity	MF
10826	GO:0043062	0.00402112704895184	0.999366836384984	5	260	extracellular structure organization	BP
7331	GO:0030595	0.00408304156895845	0.999518851176218	4	156	leukocyte chemotaxis	BP
16869	GO:0086030	0.0042421174498177	1	1	1	adenylate cyclase-activating adrenergic receptor signaling pathway involved in cardiac muscle relaxation	BP
18955	GO:1901899	0.0042421174498177	1	1	1	positive regulation of relaxation of cardiac muscle	BP
7837	GO:0031626	0.00426108715068461	1	1	1	beta-endorphin binding	MF
10462	GO:0042309	0.00429178443282214	1	1	1	homoiothermy	BP
4244	GO:0009056	0.00430127664496203	0.998357375782685	16	1915	catabolic process	BP
9272	GO:0034592	0.00437390740738885	1	1	1	synaptic vesicle lumen	CC
17297	GO:0097022	0.00451525629471094	1	1	1	lymphocyte migration into lymph node	BP
4975	GO:0010901	0.00453288685898855	1	1	1	regulation of very-low-density lipoprotein particle remodeling	BP
4976	GO:0010903	0.00453288685898855	1	1	1	negative regulation of very-low-density lipoprotein particle remodeling	BP
13262	GO:0050801	0.00455471528515876	0.998838933588498	8	648	ion homeostasis	BP
2021	GO:0004509	0.00458417446850925	1	1	1	steroid 21-monooxygenase activity	MF
900	GO:0002148	0.00460331507080931	1	1	1	hypochlorous acid metabolic process	BP
901	GO:0002149	0.00460331507080931	1	1	1	hypochlorous acid biosynthetic process	BP
4127	GO:0008555	0.00463369150183898	1	1	1	chloride-transporting ATPase activity	MF
10923	GO:0043225	0.00463369150183898	1	1	1	ATPase-coupled anion transmembrane transporter activity	MF
12044	GO:0045940	0.00463768868263347	0.99986018364174	2	24	positive regulation of steroid metabolic process	BP
3757	GO:0007586	0.004661391890494	0.999642327018705	3	82	digestion	BP
2096	GO:0004617	0.00467327109455344	1	1	1	phosphoglycerate dehydrogenase activity	MF
14371	GO:0060230	0.00472148749155091	1	1	1	lipoprotein lipase activator activity	MF
5422	GO:0015694	0.0047237434012859	1	1	1	mercury ion transport	BP
7352	GO:0030653	0.0047237434012859	1	1	1	beta-lactam antibiotic metabolic process	BP
10466	GO:0042316	0.0047237434012859	1	1	1	penicillin metabolic process	BP
18673	GO:1901086	0.0047237434012859	1	1	1	benzylpenicillin metabolic process	BP
13359	GO:0050927	0.00475861055049254	0.99985423590038	2	25	positive regulation of positive chemotaxis	BP
5039	GO:0010987	0.00481394450402448	1	1	1	negative regulation of high-density lipoprotein particle clearance	BP
6373	GO:0019218	0.00486681762252986	0.999620757120636	3	82	regulation of steroid metabolic process	BP
3876	GO:0008152	0.00496030970330812	0.997777420615348	46	8570	metabolic process	BP
2467	GO:0005215	0.00505075563469683	0.99846663144828	10	959	transporter activity	MF
13358	GO:0050926	0.00514550939151554	0.999835513756327	2	26	regulation of positive chemotaxis	BP
13330	GO:0050892	0.00551759956231893	0.999816747782079	2	27	intestinal absorption	BP
4499	GO:0009636	0.00577364439706945	0.999009016385638	5	279	response to toxic substance	BP
21402	GO:2000406	0.00595247731432672	0.999793989532606	2	28	positive regulation of T cell migration	BP
13056	GO:0048870	0.00621943329109102	0.997837597977163	12	1323	cell motility	BP
13788	GO:0051674	0.00621943329109102	0.997837597977163	12	1323	localization of cell	BP
4607	GO:0010033	0.00625318078786498	0.997450549421281	17	2205	response to organic substance	BP
12273	GO:0046486	0.00625484133082047	0.99890542962814	5	287	glycerolipid metabolic process	BP
8330	GO:0032501	0.00695775520801041	0.996654235521819	32	5409	multicellular organismal process	BP
10965	GO:0043291	0.0069914906402204	0.999987928588434	1	2	RAVE complex	CC
13621	GO:0051346	0.00706251379467728	0.998727334459968	5	293	negative regulation of hydrolase activity	BP
6334	GO:0019098	0.00709147767138528	0.999729451419599	2	32	reproductive behavior	BP
21399	GO:2000403	0.00722990345455521	0.999721839861646	2	31	positive regulation of lymphocyte migration	BP
18855	GO:1901618	0.00756157819652182	0.999701777887669	2	32	organic hydroxy compound transmembrane transporter activity	MF
1359	GO:0002933	0.00762940396580743	0.999985620586134	1	2	lipid hydroxylation	BP
18148	GO:0101020	0.00762940396580743	0.999985620586134	1	2	estrogen 16-alpha-hydroxylase activity	MF
15265	GO:0061884	0.00765458740603163	0.999985525314998	1	2	regulation of mini excitatory postsynaptic potential	BP
17803	GO:0098816	0.00765458740603163	0.999985525314998	1	2	mini excitatory postsynaptic potential	BP
12191	GO:0046320	0.00772423381542525	0.99969198813511	2	32	regulation of fatty acid oxidation	BP
21019	GO:1990698	0.00773231402587381	0.999985229276891	1	2	palmitoleoyltransferase activity	MF
18686	GO:1901143	0.00777200361407681	0.999985076950392	1	2	insulin catabolic process	BP
11264	GO:0044058	0.00777778608773084	0.999688741165752	2	32	regulation of digestive system process	BP
16012	GO:0071345	0.00792936630229426	0.99799213285637	7	559	cellular response to cytokine stimulus	BP
8909	GO:0033633	0.00800295575076536	0.999984175001942	1	2	negative regulation of cell-cell adhesion mediated by integrin	BP
14464	GO:0060354	0.00801773553815746	0.999984116377101	1	2	negative regulation of cell adhesion molecule production	BP
1247	GO:0002740	0.00801781587191702	0.999984116058156	1	2	negative regulation of cytokine secretion involved in immune response	BP
2355	GO:0004998	0.00802614831549103	0.999984082958751	1	2	transferrin receptor activity	MF
5240	GO:0015091	0.00802614831549103	0.999984082958751	1	2	ferric iron transmembrane transporter activity	MF
8869	GO:0033570	0.00802614831549103	0.999984082958751	1	2	transferrin transmembrane transporter activity	MF
16672	GO:0072510	0.00802614831549103	0.999984082958751	1	2	trivalent inorganic cation transmembrane transporter activity	MF
3906	GO:0008200	0.00808391563822951	0.999669466955849	2	33	ion channel inhibitor activity	MF
8219	GO:0032371	0.00821648576949686	0.99966120245705	2	33	regulation of sterol transport	BP
8222	GO:0032374	0.00821648576949686	0.99966120245705	2	33	regulation of cholesterol transport	BP
2020	GO:0004507	0.00829546404817318	0.999982994511423	1	2	steroid 11-beta-monooxygenase activity	MF
12639	GO:0047783	0.00829546404817318	0.999982994511423	1	2	corticosterone 18-monooxygenase activity	MF
21597	GO:2000707	0.00850481232679424	0.9999821234513	1	2	positive regulation of dense core granule biogenesis	BP
7169	GO:0030258	0.00851021767499583	0.99876098982865	4	196	lipid modification	BP
2015	GO:0004500	0.00853146696234117	0.999982010978111	1	2	dopamine beta-monooxygenase activity	MF
3239	GO:0006589	0.00853146696234117	0.999982010978111	1	2	octopamine biosynthetic process	BP
12204	GO:0046333	0.00853146696234117	0.999982010978111	1	2	octopamine metabolic process	BP
21400	GO:2000404	0.00873942187977121	0.999627405076951	2	34	regulation of T cell migration	BP
4020	GO:0008386	0.00874000110247653	0.999981118808801	1	2	cholesterol monooxygenase (side-chain-cleaving) activity	MF
10224	GO:0038116	0.00876603864852765	0.999981005889601	1	2	chemokine (C-C motif) ligand 21 signaling pathway	BP
9086	GO:0034191	0.00878920601662679	0.999980905133437	1	2	apolipoprotein A-I receptor binding	MF
4702	GO:0010470	0.0088050257180946	0.999623148401832	2	34	regulation of gastrulation	BP
14699	GO:0060697	0.00887219344226883	0.999980542019294	1	2	positive regulation of phospholipid catabolic process	BP
600	GO:0001735	0.00889235844071539	0.999980453267858	1	2	prenylcysteine oxidase activity	MF
7221	GO:0030328	0.00889235844071539	0.999980453267858	1	2	prenylcysteine catabolic process	BP
7222	GO:0030329	0.00889235844071539	0.999980453267858	1	2	prenylcysteine metabolic process	BP
17296	GO:0097021	0.00891933537890831	0.999980334218054	1	2	lymphocyte migration into lymphoid organs	BP
5689	GO:0016248	0.00893438905211745	0.999614202693155	2	35	channel inhibitor activity	MF
5436	GO:0015722	0.00899814629187667	0.999979984343957	1	2	canalicular bile acid transport	BP
17857	GO:0098898	0.00902403800339428	0.999979868723657	1	2	dense core granule lumen	CC
17936	GO:0099013	0.00902403800339428	0.999979868723657	1	2	neuronal dense core vesicle lumen	CC
14369	GO:0060228	0.00904700275713279	0.999979765893851	1	2	phosphatidylcholine-sterol O-acyltransferase activator activity	MF
7911	GO:0031732	0.00906507349375402	0.999979684793078	1	2	CCR7 chemokine receptor binding	MF
11327	GO:0044248	0.00928892362150997	0.996337551469954	14	1709	cellular catabolic process	BP
13253	GO:0050787	0.0093463285371784	0.999978401522462	1	2	detoxification of mercury ion	BP
5795	GO:0016477	0.00942188270767137	0.99668884043836	11	1225	cell migration	BP
10392	GO:0042157	0.0100604997995157	0.998974933767734	3	107	lipoprotein metabolic process	BP
17765	GO:0098754	0.0103222341058142	0.999518937834633	2	36	detoxification	BP
12762	GO:0048247	0.010432633271227	0.999511092012315	2	36	lymphocyte chemotaxis	BP
2573	GO:0005504	0.0104783086639082	0.999507833093762	2	36	fatty acid binding	MF
13320	GO:0050879	0.0107015589616991	0.999490651029879	2	38	multicellular organismal movement	BP
13322	GO:0050881	0.0107015589616991	0.999490651029879	2	38	musculoskeletal movement	BP
17054	GO:0090207	0.0107699962612298	0.999485688318993	2	38	regulation of triglyceride metabolic process	BP
7555	GO:0031088	0.0108693327382191	0.999961045622837	1	3	platelet dense granule membrane	CC
2471	GO:0005220	0.0111824011073545	0.999958763433444	1	3	inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	MF
12871	GO:0048522	0.0112375938693164	0.994481983323469	27	4420	positive regulation of cellular process	BP
15362	GO:0070098	0.0115757554874582	0.999426015806973	2	38	chemokine-mediated signaling pathway	BP
9037	GO:0034113	0.0116072827935822	0.999422471971829	2	40	heterotypic cell-cell adhesion	BP
16022	GO:0071356	0.0116127460490296	0.998751488662489	3	114	cellular response to tumor necrosis factor	BP
3320	GO:0006695	0.0117484320684229	0.999412326210391	2	39	cholesterol biosynthetic process	BP
13350	GO:0050918	0.0117591720097283	0.999410381745696	2	41	positive chemotaxis	BP
3805	GO:0008028	0.0118491424421272	0.999404057035061	2	40	monocarboxylic acid transmembrane transporter activity	MF
1204	GO:0002687	0.0119128149109098	0.998706965370216	3	115	positive regulation of leukocyte migration	BP
18670	GO:1901079	0.011945683454816	0.999952925548455	1	3	positive regulation of relaxation of muscle	BP
21595	GO:2000705	0.0119759729714127	0.999952685868951	1	3	regulation of dense core granule biogenesis	BP
10807	GO:0043025	0.0120279836577044	0.99669859855083	7	619	neuronal cell body	CC
11263	GO:0044057	0.0121272130773813	0.9970509222211	6	475	regulation of system process	BP
18642	GO:1901003	0.0121326787658572	0.999951436090233	1	3	negative regulation of fermentation	BP
17356	GO:0097129	0.0122242200247913	0.999950698439323	1	3	cyclin D2-CDK4 complex	CC
11138	GO:0043578	0.0122772351802578	0.999950268679904	1	3	nuclear matrix organization	BP
17119	GO:0090292	0.0122772351802578	0.999950268679904	1	3	nuclear matrix anchoring at nuclear membrane	BP
20816	GO:1905952	0.012383833831445	0.998636312303329	3	116	regulation of lipid localization	BP
19253	GO:1902653	0.0123901814727515	0.999362140302555	2	40	secondary alcohol biosynthetic process	BP
7220	GO:0030327	0.0124276372315315	0.999949039260281	1	3	prenylated protein catabolic process	BP
15776	GO:0070859	0.0124640799776697	0.999948739097075	1	3	positive regulation of bile acid biosynthetic process	BP
20025	GO:1904253	0.0124640799776697	0.999948739097075	1	3	positive regulation of bile acid metabolic process	BP
808	GO:0002017	0.0125085261856111	0.999948371812989	1	3	regulation of blood volume by renal aldosterone	BP
13353	GO:0050921	0.0125935812389269	0.998604219423262	3	118	positive regulation of chemotaxis	BP
20225	GO:1904627	0.0126747456016059	0.999946986560917	1	3	response to phorbol 13-acetate 12-myristate	BP
