temp_order	category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology
15644	GO:0070328	0.000999000999000999	1	2	30	triglyceride homeostasis	BP
21251	GO:1990777	0.000999000999000999	1	3	30	lipoprotein particle	CC
2936	GO:0006081	0.001998001998002	1	2	65	cellular aldehyde metabolic process	BP
5877	GO:0016528	0.001998001998002	1	2	74	sarcoplasm	CC
6669	GO:0019915	0.001998001998002	1	2	64	lipid storage	BP
9245	GO:0034365	0.001998001998002	1	1	3	discoidal high-density lipoprotein particle	CC
13912	GO:0051659	0.001998001998002	1	1	1	maintenance of mitochondrion location	BP
14596	GO:0060354	0.001998001998002	1	1	2	negative regulation of cell adhesion molecule production	BP
17124	GO:0090075	0.001998001998002	1	2	29	relaxation of muscle	BP
17125	GO:0090076	0.001998001998002	1	1	2	relaxation of skeletal muscle	BP
2042	GO:0004507	0.002997002997003	1	1	2	steroid 11-beta-monooxygenase activity	MF
3501	GO:0006936	0.002997002997003	1	3	241	muscle contraction	BP
4291	GO:0009063	0.002997002997003	1	2	80	cellular amino acid catabolic process	BP
4501	GO:0009436	0.002997002997003	1	1	3	glyoxylate catabolic process	BP
5166	GO:0014724	0.002997002997003	1	1	3	regulation of twitch skeletal muscle contraction	BP
7816	GO:0031443	0.002997002997003	1	1	4	fast-twitch skeletal muscle fiber contraction	BP
7819	GO:0031446	0.002997002997003	1	1	3	regulation of fast-twitch skeletal muscle fiber contraction	BP
7820	GO:0031448	0.002997002997003	1	1	3	positive regulation of fast-twitch skeletal muscle fiber contraction	BP
8376	GO:0032470	0.002997002997003	1	1	2	positive regulation of endoplasmic reticulum calcium ion concentration	BP
11154	GO:0043434	0.002997002997003	1	3	276	response to peptide hormone	BP
11368	GO:0044057	0.002997002997003	1	4	500	regulation of system process	BP
12756	GO:0047783	0.002997002997003	1	1	2	corticosterone 18-monooxygenase activity	MF
49	GO:0000098	0.003996003996004	1	1	7	sulfur amino acid catabolic process	BP
1396	GO:0003008	0.003996003996004	0.999000999000999	6	1371	system process	BP
5295	GO:0015108	0.003996003996004	1	2	76	chloride transmembrane transporter activity	MF
6044	GO:0016833	0.003996003996004	1	1	5	oxo-acid-lyase activity	MF
7935	GO:0031673	0.003996003996004	1	1	2	H zone	CC
13673	GO:0051235	0.003996003996004	0.999000999000999	3	280	maintenance of location	BP
17253	GO:0090257	0.003996003996004	1	3	211	regulation of muscle system process	BP
812	GO:0002017	0.004995004995005	1	1	3	regulation of blood volume by renal aldosterone	BP
9164	GO:0034191	0.004995004995005	1	1	3	apolipoprotein A-I receptor binding	MF
10733	GO:0042626	0.004995004995005	1	2	102	ATPase activity, coupled to transmembrane movement of substances	MF
11179	GO:0043492	0.004995004995005	1	2	118	ATPase activity, coupled to movement of substances	MF
13329	GO:0050713	0.004995004995005	1	1	6	negative regulation of interleukin-1 beta secretion	BP
19043	GO:1901652	0.004995004995005	1	3	324	response to peptide	BP
2579	GO:0005388	0.00599400599400599	1	1	11	calcium-transporting ATPase activity	MF
3502	GO:0006937	0.00599400599400599	0.999000999000999	2	132	regulation of muscle contraction	BP
5018	GO:0010901	0.00599400599400599	1	1	2	regulation of very-low-density lipoprotein particle remodeling	BP
5019	GO:0010903	0.00599400599400599	1	1	2	negative regulation of very-low-density lipoprotein particle remodeling	BP
6079	GO:0016887	0.00599400599400599	1	3	402	ATPase activity	MF
8391	GO:0032489	0.00599400599400599	1	1	6	regulation of Cdc42 protein signal transduction	BP
14502	GO:0060228	0.00599400599400599	1	1	3	phosphatidylcholine-sterol O-acyltransferase activator activity	MF
1398	GO:0003010	0.00699300699300699	1	1	5	voluntary skeletal muscle contraction	BP
5164	GO:0014721	0.00699300699300699	1	1	5	twitch skeletal muscle contraction	BP
5193	GO:0014819	0.00699300699300699	1	1	11	regulation of skeletal muscle contraction	BP
5293	GO:0015103	0.00699300699300699	1	2	111	inorganic anion transmembrane transporter activity	MF
5416	GO:0015399	0.00699300699300699	1	2	107	primary active transmembrane transporter activity	MF
5417	GO:0015405	0.00699300699300699	1	2	106	P-P-bond-hydrolysis-driven transmembrane transporter activity	MF
7258	GO:0030300	0.00699300699300699	1	1	6	regulation of intestinal cholesterol absorption	BP
15833	GO:0070653	0.00699300699300699	1	1	3	high-density lipoprotein particle receptor binding	MF
19122	GO:1901894	0.00699300699300699	1	1	6	regulation of calcium-transporting ATPase activity	BP
1262	GO:0002740	0.00799200799200799	1	1	5	negative regulation of cytokine secretion involved in immune response	BP
5010	GO:0010890	0.00799200799200799	1	1	7	positive regulation of sequestering of triglyceride	BP
8715	GO:0032982	0.00799200799200799	1	1	12	myosin filament	CC
9252	GO:0034372	0.00799200799200799	1	1	6	very-low-density lipoprotein particle remodeling	BP
12272	GO:0046165	0.00799200799200799	1	2	112	alcohol biosynthetic process	BP
14319	GO:0055091	0.00799200799200799	1	1	9	phospholipid homeostasis	BP
20460	GO:1904729	0.00799200799200799	1	1	7	regulation of intestinal lipid absorption	BP
21004	GO:1905952	0.00799200799200799	0.999000999000999	2	127	regulation of lipid localization	BP
5441	GO:0015629	0.00899100899100899	0.999000999000999	3	436	actin cytoskeleton	CC
8265	GO:0032342	0.00899100899100899	1	1	10	aldosterone biosynthetic process	BP
9210	GO:0034309	0.00899100899100899	1	1	12	primary alcohol biosynthetic process	BP
9243	GO:0034363	0.00899100899100899	1	1	5	intermediate-density lipoprotein particle	CC
9258	GO:0034380	0.00899100899100899	1	1	8	high-density lipoprotein particle assembly	BP
12385	GO:0046487	0.00899100899100899	1	1	6	glyoxylate metabolic process	BP
13327	GO:0050711	0.00899100899100899	1	1	10	negative regulation of interleukin-1 secretion	BP
20335	GO:1904478	0.00899100899100899	1	1	9	regulation of intestinal absorption	BP
4993	GO:0010873	0.00999000999000999	1	1	7	positive regulation of cholesterol esterification	BP
7100	GO:0030049	0.00999000999000999	1	1	9	muscle filament sliding	BP
7257	GO:0030299	0.00999000999000999	1	1	10	intestinal cholesterol absorption	BP
8377	GO:0032471	0.00999000999000999	1	1	9	negative regulation of endoplasmic reticulum calcium ion concentration	BP
9250	GO:0034370	0.00999000999000999	1	1	7	triglyceride-rich lipoprotein particle remodeling	BP
14316	GO:0055088	0.00999000999000999	0.998001998001998	2	123	lipid homeostasis	BP
14595	GO:0060353	0.00999000999000999	1	1	7	regulation of cell adhesion molecule production	BP
2497	GO:0005215	0.010989010989011	0.998001998001998	4	1019	transporter activity	MF
2508	GO:0005229	0.010989010989011	1	1	13	intracellular calcium activated chloride channel activity	MF
3364	GO:0006705	0.010989010989011	1	1	11	mineralocorticoid biosynthetic process	BP
5956	GO:0016670	0.010989010989011	1	1	9	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor	MF
5972	GO:0016713	0.010989010989011	1	1	10	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen	MF
6043	GO:0016832	0.010989010989011	1	1	11	aldehyde-lyase activity	MF
7579	GO:0031032	0.010989010989011	1	2	174	actomyosin structure organization	BP
8264	GO:0032341	0.010989010989011	1	1	11	aldosterone metabolic process	BP
9163	GO:0034190	0.010989010989011	1	1	6	apolipoprotein receptor binding	MF
9254	GO:0034375	0.010989010989011	1	1	11	high-density lipoprotein particle remodeling	BP
11429	GO:0044241	0.010989010989011	1	1	12	lipid digestion	BP
12179	GO:0045988	0.010989010989011	0.999000999000999	1	9	negative regulation of striated muscle contraction	BP
12180	GO:0045989	0.010989010989011	1	1	13	positive regulation of striated muscle contraction	BP
14594	GO:0060352	0.010989010989011	1	1	9	cell adhesion molecule production	BP
15361	GO:0061778	0.010989010989011	1	1	13	intracellular chloride channel activity	MF
17998	GO:0098856	0.010989010989011	1	1	11	intestinal lipid absorption	BP
18839	GO:1901077	0.010989010989011	1	1	13	regulation of relaxation of muscle	BP
75	GO:0000146	0.011988011988012	1	1	13	microfilament motor activity	MF
2803	GO:0005861	0.011988011988012	1	1	7	troponin complex	CC
3512	GO:0006954	0.011988011988012	0.999000999000999	3	560	inflammatory response	BP
4992	GO:0010872	0.011988011988012	1	1	9	regulation of cholesterol esterification	BP
6283	GO:0018206	0.011988011988012	1	1	10	peptidyl-methionine modification	BP
8390	GO:0032488	0.011988011988012	1	1	12	Cdc42 protein signal transduction	BP
8872	GO:0033275	0.011988011988012	1	1	11	actin-myosin filament sliding	BP
9115	GO:0034115	0.011988011988012	1	1	11	negative regulation of heterotypic cell-cell adhesion	BP
15806	GO:0070587	0.011988011988012	1	1	11	regulation of cell-cell adhesion involved in gastrulation	BP
3947	GO:0008203	0.012987012987013	0.999000999000999	2	106	cholesterol metabolic process	BP
3955	GO:0008212	0.012987012987013	1	1	12	mineralocorticoid metabolic process	BP
5225	GO:0014866	0.012987012987013	1	1	11	skeletal myofibril assembly	BP
5647	GO:0016054	0.012987012987013	0.999000999000999	2	198	organic acid catabolic process	BP
7218	GO:0030240	0.012987012987013	1	1	10	skeletal muscle thin filament assembly	BP
9014	GO:0033700	0.012987012987013	1	1	9	phospholipid efflux	BP
9246	GO:0034366	0.012987012987013	1	1	6	spherical high-density lipoprotein particle	CC
11293	GO:0043691	0.012987012987013	1	1	11	reverse cholesterol transport	BP
12342	GO:0046395	0.012987012987013	0.999000999000999	2	198	carboxylic acid catabolic process	BP
15805	GO:0070586	0.012987012987013	1	1	12	cell-cell adhesion involved in gastrulation	BP
784	GO:0001977	0.013986013986014	1	1	13	renal system process involved in regulation of blood volume	BP
3363	GO:0006704	0.013986013986014	1	1	14	glucocorticoid biosynthetic process	BP
5009	GO:0010889	0.013986013986014	1	1	12	regulation of sequestering of triglyceride	BP
6517	GO:0019471	0.013986013986014	1	1	12	4-hydroxyproline metabolic process	BP
10633	GO:0042445	0.013986013986014	0.999000999000999	2	174	hormone metabolic process	BP
13850	GO:0051561	0.013986013986014	1	1	10	positive regulation of mitochondrial calcium ion concentration	BP
19430	GO:1902652	0.013986013986014	0.999000999000999	2	110	secondary alcohol metabolic process	BP
5680	GO:0016125	0.014985014985015	0.999000999000999	2	116	sterol metabolic process	BP
7452	GO:0030730	0.014985014985015	1	1	15	sequestering of triglyceride	BP
10734	GO:0042627	0.014985014985015	1	1	9	chylomicron	CC
11445	GO:0044273	0.014985014985015	1	1	21	sulfur compound catabolic process	BP
13911	GO:0051657	0.014985014985015	1	1	10	maintenance of organelle location	BP
1429	GO:0003084	0.015984015984016	1	1	20	positive regulation of systemic arterial blood pressure	BP
2556	GO:0005338	0.015984015984016	1	1	11	nucleotide-sugar transmembrane transporter activity	MF
6264	GO:0018158	0.015984015984016	1	1	14	protein oxidation	BP
9255	GO:0034377	0.015984015984016	0.999000999000999	1	18	plasma lipoprotein particle assembly	BP
9287	GO:0034433	0.015984015984016	1	1	12	steroid esterification	BP
9288	GO:0034434	0.015984015984016	1	1	12	sterol esterification	BP
9289	GO:0034435	0.015984015984016	1	1	12	cholesterol esterification	BP
12280	GO:0046184	0.015984015984016	1	1	18	aldehyde biosynthetic process	BP
3260	GO:0006575	0.016983016983017	0.997002997002997	2	150	cellular modified amino acid metabolic process	BP
3355	GO:0006694	0.016983016983017	0.999000999000999	2	136	steroid biosynthetic process	BP
3359	GO:0006700	0.016983016983017	1	1	17	C21-steroid hormone biosynthetic process	BP
4935	GO:0010804	0.016983016983017	1	1	14	negative regulation of tumor necrosis factor-mediated signaling pathway	BP
8524	GO:0032691	0.016983016983017	1	1	15	negative regulation of interleukin-1 beta production	BP
13182	GO:0048878	0.016983016983017	0.997002997002997	4	1001	chemical homeostasis	BP
19026	GO:1901617	0.016983016983017	0.999000999000999	2	188	organic hydroxy compound biosynthetic process	BP
3321	GO:0006656	0.017982017982018	1	1	17	phosphatidylcholine biosynthetic process	BP
6186	GO:0017127	0.017982017982018	1	1	17	cholesterol transporter activity	MF
9242	GO:0034362	0.017982017982018	1	1	12	low-density lipoprotein particle	CC
11915	GO:0045499	0.017982017982018	1	1	28	chemorepellent activity	MF
3846	GO:0008035	0.018981018981019	1	1	8	high-density lipoprotein particle binding	MF
8484	GO:0032634	0.018981018981019	1	1	15	interleukin-5 production	BP
8512	GO:0032674	0.018981018981019	1	1	15	regulation of interleukin-5 production	BP
9646	GO:0035376	0.018981018981019	1	1	11	sterol import	BP
12281	GO:0046185	0.018981018981019	1	1	13	aldehyde catabolic process	BP
13523	GO:0051015	0.018981018981019	0.999000999000999	2	174	actin filament binding	MF
15752	GO:0070508	0.018981018981019	1	1	11	cholesterol import	BP
1037	GO:0002374	0.01998001998002	1	1	20	cytokine secretion involved in immune response	BP
1261	GO:0002739	0.01998001998002	1	1	15	regulation of cytokine secretion involved in immune response	BP
4166	GO:0008553	0.01998001998002	1	1	18	proton-exporting ATPase activity, phosphorylative mechanism	MF
15450	GO:0065005	0.01998001998002	0.999000999000999	1	21	protein-lipid complex assembly	BP
1248	GO:0002719	0.020979020979021	1	1	21	negative regulation of cytokine production involved in immune response	BP
9498	GO:0035025	0.020979020979021	1	1	29	positive regulation of Rho protein signal transduction	BP
13477	GO:0050919	0.020979020979021	0.999000999000999	1	35	negative chemotaxis	BP
14484	GO:0060192	0.020979020979021	1	1	14	negative regulation of lipase activity	BP
7277	GO:0030325	0.021978021978022	1	1	22	adrenal gland development	BP
9114	GO:0034114	0.021978021978022	1	1	21	regulation of heterotypic cell-cell adhesion	BP
2657	GO:0005615	0.022977022977023	0.999000999000999	4	1105	extracellular space	CC
8375	GO:0032469	0.022977022977023	1	1	25	endoplasmic reticulum calcium ion homeostasis	BP
9248	GO:0034368	0.022977022977023	1	1	18	protein-lipid complex remodeling	BP
9249	GO:0034369	0.022977022977023	1	1	18	plasma lipoprotein particle remodeling	BP
10716	GO:0042592	0.022977022977023	0.996003996003996	5	1647	homeostatic process	BP
14326	GO:0055102	0.022977022977023	1	1	9	lipase inhibitor activity	MF
7625	GO:0031100	0.023976023976024	1	1	22	animal organ regeneration	BP
8525	GO:0032692	0.023976023976024	0.999000999000999	1	23	negative regulation of interleukin-1 production	BP
9247	GO:0034367	0.023976023976024	1	1	20	protein-containing complex remodeling	BP
1424	GO:0003071	0.024975024975025	1	1	24	renal system process involved in regulation of systemic arterial blood pressure	BP
1230	GO:0002701	0.025974025974026	0.999000999000999	1	30	negative regulation of production of molecular mediator of immune response	BP
5004	GO:0010884	0.025974025974026	1	1	21	positive regulation of lipid storage	BP
6508	GO:0019433	0.025974025974026	1	1	18	triglyceride catabolic process	BP
7086	GO:0030029	0.025974025974026	0.994005994005994	3	678	actin filament-based process	BP
15807	GO:0070588	0.025974025974026	0.999000999000999	2	237	calcium ion transmembrane transport	BP
47	GO:0000096	0.026973026973027	1	1	32	sulfur amino acid metabolic process	BP
4557	GO:0009725	0.026973026973027	0.999000999000999	3	612	response to hormone	BP
13849	GO:0051560	0.026973026973027	1	1	25	mitochondrial calcium ion homeostasis	BP
3511	GO:0006953	0.027972027972028	1	1	32	acute-phase response	BP
11451	GO:0044283	0.027972027972028	0.997002997002997	3	566	small molecule biosynthetic process	BP
14305	GO:0055075	0.027972027972028	1	1	28	potassium ion homeostasis	BP
5450	GO:0015662	0.028971028971029	0.999000999000999	1	35	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	MF
11449	GO:0044281	0.028971028971029	0.992007992007992	5	1551	small molecule metabolic process	BP
13322	GO:0050706	0.028971028971029	1	1	32	regulation of interleukin-1 beta secretion	BP
13456	GO:0050892	0.028971028971029	0.999000999000999	1	30	intestinal absorption	BP
5391	GO:0015318	0.02997002997003	0.999000999000999	3	684	inorganic molecular entity transmembrane transporter activity	MF
13110	GO:0048741	0.02997002997003	1	1	32	skeletal muscle fiber development	BP
16461	GO:0071813	0.02997002997003	1	1	24	lipoprotein particle binding	MF
16462	GO:0071814	0.02997002997003	1	1	24	protein-lipid complex binding	MF
4137	GO:0008509	0.030969030969031	0.998001998001998	2	262	anion transmembrane transporter activity	MF
5596	GO:0015932	0.030969030969031	0.999000999000999	1	35	nucleobase-containing compound transmembrane transporter activity	MF
7022	GO:0022804	0.030969030969031	0.996003996003996	2	304	active transmembrane transporter activity	MF
13639	GO:0051180	0.030969030969031	0.999000999000999	1	30	vitamin transport	BP
16472	GO:0071827	0.030969030969031	0.998001998001998	1	31	plasma lipoprotein particle organization	BP
5246	GO:0014904	0.031968031968032	1	1	36	myotube cell development	BP
5363	GO:0015248	0.031968031968032	1	1	29	sterol transporter activity	MF
13388	GO:0050801	0.031968031968032	0.997002997002997	3	694	ion homeostasis	BP
3208	GO:0006520	0.032967032967033	0.998001998001998	2	246	cellular amino acid metabolic process	BP
4934	GO:0010803	0.032967032967033	1	1	29	regulation of tumor necrosis factor-mediated signaling pathway	BP
11369	GO:0044058	0.032967032967033	1	1	35	regulation of digestive system process	BP
12147	GO:0045932	0.032967032967033	0.999000999000999	1	31	negative regulation of muscle contraction	BP
18978	GO:1901505	0.032967032967033	1	1	38	carbohydrate derivative transmembrane transporter activity	MF
4064	GO:0008395	0.033966033966034	0.999000999000999	1	35	steroid hydroxylase activity	MF
11450	GO:0044282	0.033966033966034	0.996003996003996	2	284	small molecule catabolic process	BP
12155	GO:0045940	0.033966033966034	1	1	28	positive regulation of steroid metabolic process	BP
13320	GO:0050704	0.033966033966034	1	1	38	regulation of interleukin-1 secretion	BP
15641	GO:0070325	0.033966033966034	1	1	28	lipoprotein particle receptor binding	MF
16470	GO:0071825	0.034965034965035	0.998001998001998	1	34	protein-lipid complex subunit organization	BP
18218	GO:0099512	0.034965034965035	0.993006993006993	3	759	supramolecular fiber	CC
10192	GO:0036442	0.035964035964036	0.999000999000999	1	30	proton-exporting ATPase activity	MF
18139	GO:0099080	0.035964035964036	0.992007992007992	3	764	supramolecular complex	CC
18140	GO:0099081	0.035964035964036	0.992007992007992	3	764	supramolecular polymer	CC
3946	GO:0008202	0.036963036963037	0.996003996003996	2	252	steroid metabolic process	BP
12062	GO:0045777	0.036963036963037	1	1	42	positive regulation of blood pressure	BP
12373	GO:0046470	0.036963036963037	1	1	33	phosphatidylcholine metabolic process	BP
13315	GO:0050699	0.036963036963037	0.998001998001998	1	31	WW domain binding	MF
795	GO:0001990	0.037962037962038	0.999000999000999	1	39	regulation of systemic arterial blood pressure by hormone	BP
5277	GO:0015075	0.037962037962038	0.999000999000999	3	730	ion transmembrane transporter activity	MF
12365	GO:0046461	0.037962037962038	1	1	27	neutral lipid catabolic process	BP
12368	GO:0046464	0.037962037962038	1	1	27	acylglycerol catabolic process	BP
13318	GO:0050702	0.037962037962038	1	1	38	interleukin-1 beta secretion	BP
1071	GO:0002437	0.038961038961039	0.998001998001998	1	44	inflammatory response to antigenic stimulus	BP
3950	GO:0008207	0.038961038961039	1	1	35	C21-steroid hormone metabolic process	BP
9113	GO:0034113	0.038961038961039	0.999000999000999	1	45	heterotypic cell-cell adhesion	BP
7934	GO:0031672	0.03996003996004	1	1	34	A band	CC
4691	GO:0010243	0.040959040959041	0.997002997002997	3	685	response to organonitrogen compound	BP
12148	GO:0045933	0.040959040959041	0.999000999000999	1	44	positive regulation of muscle contraction	BP
14308	GO:0055078	0.041958041958042	1	1	38	sodium ion homeostasis	BP
1412	GO:0003044	0.042957042957043	0.998001998001998	1	47	regulation of systemic arterial blood pressure mediated by a chemical signal	BP
5003	GO:0010883	0.042957042957043	1	1	39	regulation of lipid storage	BP
6176	GO:0017111	0.043956043956044	0.995004995004995	3	776	nucleoside-triphosphatase activity	MF
13751	GO:0051346	0.043956043956044	0.994005994005994	2	329	negative regulation of hydrolase activity	BP
13902	GO:0051646	0.043956043956044	1	1	43	mitochondrion localization	BP
3423	GO:0006811	0.044955044955045	0.988011988011988	4	1350	ion transport	BP
3456	GO:0006869	0.044955044955045	0.998001998001998	2	290	lipid transport	BP
5838	GO:0016459	0.044955044955045	1	1	49	myosin complex	CC
11531	GO:0044421	0.044955044955045	0.993006993006993	4	1310	extracellular region part	CC
2525	GO:0005254	0.045954045954046	0.998001998001998	1	52	chloride channel activity	MF
2929	GO:0006066	0.045954045954046	0.997002997002997	2	259	alcohol metabolic process	BP
4744	GO:0010470	0.045954045954046	0.999000999000999	1	37	regulation of gastrulation	BP
8289	GO:0032371	0.045954045954046	0.999000999000999	1	38	regulation of sterol transport	BP
8292	GO:0032374	0.045954045954046	0.999000999000999	1	38	regulation of cholesterol transport	BP
10731	GO:0042623	0.045954045954046	0.998001998001998	2	321	ATPase activity, coupled	MF
13317	GO:0050701	0.045954045954046	1	1	45	interleukin-1 secretion	BP
2293	GO:0004857	0.046953046953047	0.996003996003996	2	303	enzyme inhibitor activity	MF
6041	GO:0016830	0.046953046953047	0.999000999000999	1	48	carbon-carbon lyase activity	MF
8894	GO:0033344	0.046953046953047	0.999000999000999	1	38	cholesterol efflux	BP
13326	GO:0050710	0.046953046953047	0.998001998001998	1	54	negative regulation of cytokine secretion	BP
18600	GO:1900026	0.046953046953047	0.999000999000999	1	34	positive regulation of substrate adhesion-dependent cell spreading	BP
3549	GO:0007015	0.047952047952048	0.996003996003996	2	369	actin filament organization	BP
3427	GO:0006816	0.048951048951049	0.997002997002997	2	356	calcium ion transport	BP
19068	GO:1901698	0.048951048951049	0.997002997002997	3	746	response to nitrogen compound	BP
490	GO:0001540	0.04995004995005	0.997002997002997	1	54	amyloid-beta binding	MF
767	GO:0001960	0.04995004995005	0.998001998001998	1	46	negative regulation of cytokine-mediated signaling pathway	BP
5841	GO:0016462	0.04995004995005	0.995004995004995	3	822	pyrophosphatase activity	MF
5427	GO:0015485	0.050949050949051	0.999000999000999	1	36	cholesterol binding	MF
6034	GO:0016817	0.050949050949051	0.995004995004995	3	825	hydrolase activity, acting on acid anhydrides	MF
6035	GO:0016818	0.050949050949051	0.995004995004995	3	825	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	MF
10509	GO:0042181	0.050949050949051	1	1	39	ketone biosynthetic process	BP
3356	GO:0006695	0.051948051948052	0.998001998001998	1	39	cholesterol biosynthetic process	BP
4996	GO:0010876	0.051948051948052	0.998001998001998	2	325	lipid localization	BP
7041	GO:0022857	0.051948051948052	0.995004995004995	3	874	transmembrane transporter activity	MF
8500	GO:0032651	0.051948051948052	1	1	52	regulation of interleukin-1 beta production	BP
12397	GO:0046503	0.0529470529470529	0.998001998001998	1	42	glycerolipid catabolic process	BP
13827	GO:0051496	0.0529470529470529	0.999000999000999	1	50	positive regulation of stress fiber assembly	BP
594	GO:0001725	0.0539460539460539	0.997002997002997	1	72	stress fiber	CC
15479	GO:0070059	0.0539460539460539	1	1	58	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	BP
17727	GO:0097517	0.0539460539460539	0.997002997002997	1	72	contractile actin filament bundle	CC
19017	GO:1901606	0.0539460539460539	0.998001998001998	1	68	alpha-amino acid catabolic process	BP
7213	GO:0030234	0.0549450549450549	0.99000999000999	3	851	enzyme regulator activity	MF
7217	GO:0030239	0.0549450549450549	0.999000999000999	1	51	myofibril assembly	BP
14883	GO:0060761	0.0549450549450549	0.998001998001998	1	50	negative regulation of response to cytokine stimulus	BP
19431	GO:1902653	0.0549450549450549	0.997002997002997	1	40	secondary alcohol biosynthetic process	BP
1247	GO:0002718	0.0559440559440559	0.995004995004995	1	70	regulation of cytokine production involved in immune response	BP
5582	GO:0015914	0.0559440559440559	0.999000999000999	1	56	phospholipid transport	BP
8683	GO:0032934	0.0559440559440559	0.999000999000999	1	42	sterol binding	MF
2524	GO:0005253	0.0569430569430569	0.998001998001998	1	63	anion channel activity	MF
3506	GO:0006942	0.0569430569430569	0.999000999000999	1	69	regulation of striated muscle contraction	BP
8843	GO:0033209	0.0569430569430569	0.999000999000999	1	56	tumor necrosis factor-mediated signaling pathway	BP
14310	GO:0055081	0.0569430569430569	0.999000999000999	1	59	anion homeostasis	BP
11162	GO:0043462	0.0579420579420579	0.999000999000999	1	55	regulation of ATPase activity	BP
12430	GO:0046579	0.0579420579420579	1	1	57	positive regulation of Ras protein signal transduction	BP
1657	GO:0003779	0.0589410589410589	0.997002997002997	2	376	actin binding	MF
2631	GO:0005548	0.0589410589410589	1	1	60	phospholipid transporter activity	MF
6620	GO:0019829	0.0589410589410589	0.998001998001998	1	55	cation-transporting ATPase activity	MF
7040	GO:0022853	0.0589410589410589	0.998001998001998	1	55	active ion transmembrane transporter activity	MF
9209	GO:0034308	0.0589410589410589	0.998001998001998	1	46	primary alcohol metabolic process	BP
10732	GO:0042625	0.0589410589410589	0.998001998001998	1	55	ATPase coupled ion transmembrane transporter activity	MF
10848	GO:0042866	0.0589410589410589	0.999000999000999	1	71	pyruvate biosynthetic process	BP
5681	GO:0016126	0.0599400599400599	0.997002997002997	1	47	sterol biosynthetic process	BP
8205	GO:0032233	0.0599400599400599	0.998001998001998	1	60	positive regulation of actin filament bundle assembly	BP
13114	GO:0048747	0.0599400599400599	0.999000999000999	1	63	muscle fiber development	BP
8344	GO:0032432	0.0609390609390609	0.996003996003996	1	81	actin filament bundle	CC
3186	GO:0006487	0.0619380619380619	1	1	56	protein N-linked glycosylation	BP
5954	GO:0016667	0.0619380619380619	0.998001998001998	1	52	oxidoreductase activity, acting on a sulfur group of donors	MF
10745	GO:0042641	0.0639360639360639	0.997002997002997	1	83	actomyosin	CC
